school,major,requirementType,reason,rawText,suggestedAction,canonicalCourseId,canonicalCourseName,conditionType,reviewerNote
MIT,"Electrical Engineering & Computer Science (Course 6) — MIT 최대 학과
SB: Electrical Science & Engineering (6-1)
SB: Electrical Eng & Computer Science (6-2)
SB: Computer Science & Engineering (6-3)
SB: AI & Decision Making (6-4)
SB: Electrical Engineering with Computing (6-5)
학제간 SB: CS & Molecular Biology (6-7)*
학제간 SB: Computation & Cognition (6-9)*
학제간 SB: CS, Economics & Data Science (6-14)*",required,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Electrical Engineering & Computer Science (Course 6) — MIT 최대 학과
SB: Electrical Science & Engineering (6-1)
SB: Electrical Eng & Computer Science (6-2)
SB: Computer Science & Engineering (6-3)
SB: AI & Decision Making (6-4)
SB: Electrical Engineering with Computing (6-5)
학제간 SB: CS & Molecular Biology (6-7)*
학제간 SB: Computation & Cognition (6-9)*
학제간 SB: CS, Economics & Data Science (6-14)*",required,공통 과목 사전에서 자동 매핑하지 않음,※ Course 6는 MIT 최대 학과 — 전공 경쟁 가장 치열.,,,,,
MIT,"Electrical Engineering & Computer Science (Course 6) — MIT 최대 학과
SB: Electrical Science & Engineering (6-1)
SB: Electrical Eng & Computer Science (6-2)
SB: Computer Science & Engineering (6-3)
SB: AI & Decision Making (6-4)
SB: Electrical Engineering with Computing (6-5)
학제간 SB: CS & Molecular Biology (6-7)*
학제간 SB: Computation & Cognition (6-9)*
학제간 SB: CS, Economics & Data Science (6-14)*",required,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",recommended,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",recommended,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",required,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",required,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",recommended,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",recommended,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",required,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",required,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",recommended,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",recommended,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: mitadmissions.org/apply/transfer/before-applying/ + engineering.mit.edu/undergraduate 직접 확인 2026-05],,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",required,공통 과목 사전에서 자동 매핑하지 않음,【공식 required courses 없음 — GIR 사전 이수 강력 권장】 MIT FAQ: 'Ideal preparation includes at the very least one year each of college-level calculus and calculus-based physics.',,,,,
MIT,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",required,공통 과목 사전에서 자동 매핑하지 않음,"이수 기간: 최소 2 terms, 최대 5 terms(2.5년) 이하",,,,,
NYU Tandon,"Applied Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Applied Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Applied Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Biomolecular Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Biomolecular Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Biomolecular Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Business & Technology Management, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Business & Technology Management, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Business & Technology Management, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Chemical & Biomolecular Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Chemical & Biomolecular Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Chemical & Biomolecular Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Civil Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Civil Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Civil Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Computer Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Computer Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Computer Science, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Electrical & Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Electrical & Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Electrical & Computer Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Electrical & Computer Engineering, B.S.",required,공통 과목 사전에서 자동 매핑하지 않음,EE + CE 복합 학위 — 최소 142학점 필요,,,,,
NYU Tandon,"Electrical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Electrical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Electrical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Environmental Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Environmental Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Environmental Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Integrated Design & Media, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Integrated Design & Media, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Integrated Design & Media, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Mathematics & Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Mathematics & Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Mathematics & Physics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Mathematics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Mathematics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Mathematics, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
NYU Tandon,"Mechanical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Calculus (또는 최소 Pre-Calculus),,,,,
NYU Tandon,"Mechanical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,General Chemistry,,,,,
NYU Tandon,"Mechanical Engineering, B.S.",recommended,공통 과목 사전에서 자동 매핑하지 않음,Physics,,,,,
Ohio State University,Aerospace Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Aviation Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Aviation Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Biomedical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Chemical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Civil Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Civil Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Computer & Information Science (A&S),recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Computer & Information Science (A&S),required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Computer Science & Engineering (Eng.),recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Computer Science & Engineering (Eng.),required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Electrical & Computer Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Electrical & Computer Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Engineering Physics,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Engineering Physics,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Environmental Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Environmental Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,"Food, Ag & Biological Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,"Food, Ag & Biological Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Industrial & Systems Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Industrial & Systems Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Materials Science & Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Materials Science & Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Mechanical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Mechanical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Ohio State University,Welding Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,English Composition (recommended before transfer),,,,,
Ohio State University,Welding Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"After completing eligibility courses, apply to 3 majors (ranked) with 250-word essays",,,,,
Penn State,Aerospace Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"CHEM 110 (Chemical Principles I, 3cr)",,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"EDSGN 100 (Intro to Engineering Design, 2cr)",,,,,
Penn State,Aerospace Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 3.0,,,,,
Penn State,Architectural Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,통제 여부: 없음,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,CHEM 110 (3cr),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,EDSGN 100 (2cr),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 2.60,,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 140 (4cr),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 141 (4cr),,,,,
Penn State,Architectural Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,PHYS 211 (4cr),,,,,
Penn State,Artificial Intelligence Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,통제 여부: 없음,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,CHEM 110 불필요,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,EDSGN 100 불필요,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 2.6,,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 140 (4cr),,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 141 (4cr),,,,,
Penn State,Artificial Intelligence Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,PHYS 211 (4cr),,,,,
Penn State,Biological Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,통제 여부: 없음,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,CHEM 110 (3cr),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,EDSGN 100 (2cr),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 2.60,,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 140 (4cr),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 141 (4cr),,,,,
Penn State,Biological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,PHYS 211 (4cr),,,,,
Penn State,Biomedical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,통제 여부: 없음,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,CHEM 110 (3cr),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,EDSGN 100 (2cr),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 2.6,,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 140 (4cr),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 141 (4cr),,,,,
Penn State,Biomedical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,PHYS 211 (4cr),,,,,
Penn State,Chemical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 이하 이수: cumulative GPA 3.0 이상,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,2학기 초과 이수: cumulative GPA 2.6 이상,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 최소 GPA:,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,외부 편입 필수 선이수 (지원 전 이수해야 할 과목):,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,통제 여부: 없음,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus 4학점 이상 (C 이상) — 유일한 외부 선이수 필수,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,CHEM 110 (3cr),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,EDSGN 100 (2cr),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,ETM 최소 GPA: 2.60,,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 140 (4cr),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,MATH 141 (4cr),,,,,
Penn State,Chemical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,PHYS 211 (4cr),,,,,
Penn State,Civil Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,(권장과목 목록 없음),,,,,
Penn State,Civil Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,(아래 학과별 ETM 과목 = 외부 기관 선이수 과목이 아님),,,,,
